# Resampled ADU, ADU Uncertainty, Sky ADU
2.563195197143226078e+00,2.619565471206904306e+00,2.310126820123801750e+01
1.263459941357183425e+00,2.541237842863772300e+00,2.523479170777939373e+01
3.541852225264938703e-01,2.571989134122116383e+00,2.825873636278112500e+01
4.076729502472404398e+00,2.809760453161270988e+00,2.325714879420056747e+01
4.888745916640253597e+00,2.921421702435404999e+00,2.388501676134848495e+01
2.912288532678451780e+00,2.806822298347182887e+00,2.660859876892319065e+01
2.085866565448971865e+00,2.587778571659716143e+00,2.368678170812804851e+01
9.482907314734158044e-01,2.485244465646558432e+00,2.487962962572231973e+01
1.118408545715319891e+00,2.414878281147832428e+00,2.274855346374759790e+01
1.881838521158899935e+00,2.475402859079921747e+00,2.187263957320441676e+01
1.720287150603811321e+00,2.763314378274859262e+00,2.900154319771097278e+01
2.097726633807694530e+00,2.819143177775540021e+00,2.923971785223333342e+01
1.054357678317581426e+00,2.824735543422286277e+00,3.285607618222368842e+01
6.851966698461547933e-01,2.844040640429895461e+00,3.416850805303054983e+01
2.577641313305722548e+00,2.788370288591927260e+00,2.720011227837693468e+01
2.357270691348801517e+00,2.714769369124306664e+00,2.606377937244821297e+01
1.353804936515420554e+00,2.787952558760302235e+00,3.097486282275587399e+01
2.055615034317230805e+00,2.859350407432279084e+00,3.041135042694501678e+01
3.270559090611793618e+00,3.016206785991218720e+00,3.122917043227230494e+01
1.892762227235239125e+00,2.864122140880789757e+00,3.136857465501385178e+01
3.456583546013036745e+00,2.806495061221936815e+00,2.461112532772799000e+01
3.797263632130089217e+00,2.735759989055346786e+00,2.180760650101603204e+01
2.926967296476605362e+00,2.608198378378520310e+00,2.113032609123255412e+01
2.097748999992175012e+00,2.606624846017933983e+00,2.408020559324275212e+01
7.086355497983787277e-01,2.677143932537923821e+00,3.017952785127077675e+01
3.721324407480169905e-01,2.522603048900098344e+00,2.760499175305070807e+01
3.607281213003667442e-01,2.612435331244420844e+00,2.957371940986501002e+01
1.173790591110926762e+00,2.841891013883671491e+00,3.232359843351370898e+01
2.181748775527077022e+00,2.893950470590616053e+00,3.053613964048081542e+01
2.848448861603473325e+00,2.812169582327189943e+00,2.656839010494718778e+01
1.827457694115196318e+00,2.746784150474489650e+00,2.787310138939765025e+01
8.425129112570979295e-01,2.724595507907125125e+00,3.051699176690449988e+01
2.726992481944150448e+00,2.659630664848161352e+00,2.347768658484423199e+01
3.901751970319044194e+00,2.746924073694544610e+00,2.205719602965747583e+01
2.320239208248306539e+00,2.733852690194793045e+00,2.630768787470088554e+01
2.606501218318001634e+00,2.844962035464687400e+00,2.792903230233622125e+01
2.204925588067069064e+00,2.664755750855865468e+00,2.500190189647026529e+01
2.211774578489404952e+00,2.640278874187459213e+00,2.472501766390236000e+01
3.881670876945703785e+00,2.770413982987903534e+00,2.269602228783363884e+01
2.475468258385612685e+00,2.687571048500178250e+00,2.464625857051170854e+01
3.110323488671071335e+00,2.576353567599865002e+00,2.011795018052196227e+01
1.788103497282987231e+00,2.558093950070126521e+00,2.408686843911316799e+01
